feature,importance
g__Angelakisella,0.003276007234115757
g__Aquabacterium,0.001517606540630428
g__Aquincola,0.003485640411367416
g__Arcobacter,0.0027714617853561298
g__Asaccharobacter,0.001735112869584022
g__Asticcacaulis,0.004487971307901267
g__Atopobiaceae_unclassified,0.0010145790189686158
g__Atopobium,0.0018378089644559743
g__Azohydromonas,0.0018190794459946292
g__Azospira,0.0020782959485904653
g__Azospirillum,0.00209981816091102
g__Bacillales_unclassified,0.0019270757286783842
g__Bacilli_unclassified,0.0013361596589219389
g__Bacillus,0.001503396576084847
g__Bacteriovorax,0.00045152869187177025
g__Bacteroidales_unclassified,0.005739285466128287
g__Bacteroides,0.002667050223289681
g__Bacteroidetes_unclassified,0.002053963055153867
g__Barnesiella,0.002913239855316958
g__Bavariicoccus,0.0009457889290514397
g__Bdellovibrio,0.0032776317813204545
g__Beijerinckiaceae_unclassified,0.0013100932586665058
g__Bergeyella,0.0026280948068741258
g__Betaproteobacteria_unclassified,0.003472593870162718
g__Bifidobacterium,0.0012649092899761393
g__Bilophila,0.0012697289878985903
g__Blautia,0.0016456905021547806
g__Blvii28_wastewater-sludge_group,0.0019155055206450035
g__Bordetella,0.0014027624791052471
g__Bosea,0.0011668598687078263
g__Bradyrhizobium,0.0031762995924097003
g__Brevibacterium,0.0027622779501450256
g__Brevundimonas,0.0016419986407488906
g__Bryobacter,0.0009724774853788036
g__Bulleidia,0.0012210912645387604
g__Burkholderia-Caballeronia-Paraburkholderia,0.0018307606439742132
g__Burkholderiaceae_unclassified,0.0007937620242571055
g__Burkholderiales_unclassified,0.0017008979879630827
g__Butyricicoccus,0.002965769183490584
g__Butyricimonas,0.002013420943277473
g__Butyrivibrio_2,0.0013148370737666856
g__C1-B045,0.0033107758265801665
g__C39,0.0009121016866849354
g__CAG-56,0.0009780295435076383
g__Caenimonas,0.0015000851119863583
g__Campylobacter,0.001312840568405678
g__Candidatus_Arthromitus,0.0010964103355424594
g__Candidatus_Endomicrobium,0.0020616609002456093
g__Candidatus_Pacebacteria_unclassified,0.0009301552270886813
g__Candidatus_Saccharibacteria_unclassified,0.000661459879170068
g__Candidatus_Saccharimonas,0.002240661290521404
g__Candidatus_Soleaferrea,0.001324712366418214
g__Candidatus_Solibacter,0.002251095446733722
g__Candidatus_Stoquefichus,0.0020451033345726143
g__Capnocytophaga,0.001619382505033352
g__Cardiobacterium,0.0008108438161648038
g__Catabacter,0.0014494364420139553
g__Catenibacterium,0.0011725254997783199
g__Catonella,0.0013318759112599203
g__Caulobacter,0.002700194084961618
g__Caulobacteraceae_unclassified,0.0015911925339025786
g__Centipeda,0.0012839233499080348
g__Chitinimonas,0.0006381751351576779
g__Chitinophagaceae_unclassified,0.0015306437655497325
g__Chloroplast_unclassified,0.0015481049421321683
g__Christensenellaceae_R-7_group,0.0016815433217793122
g__Christensenellaceae_unclassified,0.0037447778728066485
g__Chromobacterium,0.0020292661919458685
g__Chryseobacterium,0.0010054924014333475
g__Chujaibacter,0.001627421312638999
g__Citrobacter,0.002588883449481705
g__Cloacibacterium,0.002023495066789985
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.001559374757656553
g__Clostridiales_unclassified,0.002078014043190195
g__Clostridiales_vadinBB60_group_unclassified,0.0010247368152695654
g__Clostridioides,0.0012061338562210622
g__Clostridium,0.0017734174025230355
g__Clostridium_sensu_stricto_1,0.0015686896991922129
g__Clostridium_sensu_stricto_10,0.001402223369019647
g__Clostridium_sensu_stricto_3,0.004062410512054625
g__Cm1-21,0.0012839036220783522
g__Collinsella,0.001252296235426284
g__Comamonadaceae_unclassified,0.0012034400445247832
g__Comamonas,0.001315768473868671
g__Coprobacillus,0.0009371715094037862
g__Coprobacter,0.0011057456794687165
g__Coprococcus_1,0.0013818226086717003
g__Coprococcus_2,0.002828348019047875
g__Coprococcus_3,0.00512050494572296
g__Coriobacteriaceae_unclassified,0.0023011461206691028
g__Coriobacteriales_Incertae_Sedis_unclassified,0.001098977056562228
g__Corynebacterium,0.005179911942813985
g__Corynebacterium_1,0.0013310202233469863
g__Cryptobacterium,0.0016615345938939818
g__Curvibacter,0.002681690473895601
g__Cutibacterium,0.00703966821586566
g__Cytophaga,0.00182236533795596
g__DNF00809,0.002533695735660391
g__Dechloromonas,0.002654648965687488
g__Dechlorosoma,0.0012301654465470275
g__Defluviitaleaceae_UCG-011,0.0014449797782674267
g__Deinococcus,0.0038824789444918874
g__Delftia,0.0023171634661462827
g__Dermacoccus,0.0012822730239907102
g__Dermatophilaceae_unclassified,0.0015674609989878062
g__Desulfobulbus,0.0018935559482763757
g__Desulfomicrobium,0.00196531324019158
g__Desulfoplanes,0.001184223380057545
g__Desulfovibrio,0.0017090340588307939
g__Desulfovibrionaceae_unclassified,0.0011453477667955456
g__Dialister,0.0012060135096459016
g__Dolosigranulum,0.00271015138505541
g__Dorea,0.0009435253072858364
g__Dubosiella,0.00331743401970645
g__Duganella,0.0008632034885832504
g__Duncaniella,0.0022199191064300686
g__Dyella,0.0014040084400342868
g__Dysgonomonas,0.0013104743057871131
g__Eggerthella,0.0008333378200163351
g__Eggerthellaceae_unclassified,0.005889330995621768
g__Eggerthia,0.0016747064827690229
g__Eikenella,0.0014158679782200385
g__Eisenbergiella,0.0018741781294064823
g__Elizabethkingia,0.0016184370285076376
g__Ellin6067,0.0012546658204670455
g__Elsterales_unclassified,0.000997112535456897
g__Elusimicrobium,0.0008275510121391532
g__Emticicia,0.001025837493825553
g__Endobacter,0.004419254440053536
g__Enhydrobacter,0.0013681337994922646
g__Enorma,0.0011437466864316795
g__Ensifer,0.0014186279163390747
g__Enterobacter,0.0011289728076394545
g__Enterobacterales_unclassified,0.002006826432255323
g__Enterobacteriaceae_unclassified,0.0020712631581613268
g__Enterococcus,0.0022272101229455984
g__Enterorhabdus,0.00103264173039068
g__Epulopiscium,0.001348189228031671
g__Erysipelatoclostridium,0.0008937946866917857
g__Erysipelothrix,0.002292917779728103
g__Erysipelotrichaceae_UCG-003,0.001730344604251801
g__Erysipelotrichaceae_UCG-004,0.0017633821617094292
g__Erysipelotrichaceae_UCG-006,0.0038156575153287615
g__Escherichia,0.0021356621963040685
g__Escherichia-Shigella,0.0026452645009895966
g__Eubacteriaceae_unclassified,0.002386908486554962
g__Eubacterium,0.000966705907612847
g__Eubacterium]_brachy_group,0.0014316102281394594
g__Eubacterium]_coprostanoligenes_group,0.002678402968412047
g__Eubacterium]_eligens_group,0.002267947668312641
g__Eubacterium]_hallii_group,0.0009969128226225284
g__Eubacterium]_nodatum_group,0.0013119908439086115
g__Eubacterium]_oxidoreducens_group,0.0027104327467317372
g__Eubacterium]_ruminantium_group,0.0013047476155788218
g__Eubacterium]_saphenum_group,0.0011425007530115544
g__Eubacterium]_ventriosum_group,0.001334923399281827
g__Eubacterium]_xylanophilum_group,0.0010461874567651672
g__Eubacterium]_yurii_group,0.001665859603126088
g__Ezakiella,0.002196542729990098
g__F0058,0.0018323972366231255
g__F0332,0.0010307298652190086
g__F082_unclassified,0.000795641946219169
g__FCPS473,0.00154892318310404
g__Faecalibacterium,0.0022234959137836163
g__Faecalibaculum,0.0008046727961217761
g__Faecalimonas,0.0008528265147344651
g__Family_XIII_AD3011_group,0.001400096325753157
g__Family_XIII_UCG-001,0.0025575658972355423
g__Family_XIII_unclassified,0.0023823431398758465
g__Fastidiosipila,0.0015123358908207792
g__Fibrella,0.0023973052137239376
g__Filifactor,0.002084777599067024
g__Finegoldia,0.001108106674535139
g__Firmicutes_unclassified,0.001537557773256009
g__Flavobacteriaceae_unclassified,0.0020001382067766273
g__Flavobacteriales_unclassified,0.0018489718461106033
g__Flavobacterium,0.0016196365449758243
g__Flavonifractor,0.00222200897717315
g__Flexilinea,0.0014150197410071185
g__Fluviicola,0.0015871632566160198
g__Fournierella,0.0014948403302517729
g__Fretibacterium,0.0013965877724103398
g__Fusicatenibacter,0.0009924997586952071
g__Fusobacterium,0.002099722466992589
g__GCA-900066225,0.0015138112657301218
g__GCA-900066575,0.0016970600644790825
g__Ga0077536_unclassified,0.001473740117654931
g__Gaiellales_unclassified,0.005014293499794756
g__Gammaproteobacteria_unclassified,0.002016509124805308
g__Gardnerella,0.0007963112937745823
g__Gastranaerophilales_unclassified,0.0035077926125375073
g__Gemella,0.001595385213037226
g__Gemmatimonas,0.001968739147725764
g__Gemmobacter,0.0013999694490734195
g__Geobacillus,0.0009090400705112867
g__Geodermatophilus,0.002381135918092613
g__Glucerabacter,0.0011915644522754489
g__Gordonia,0.002569956943812257
g__Gordonibacter,0.002613806364634679
g__Gracilibacteria_unclassified,0.0010475426261821322
g__Granulicatella,0.0017679491920160346
g__Haemophilus,0.0021770666713084945
g__Helicobacter,0.0014656389269514826
g__Herbinix,0.0009062371258575997
g__Holdemanella,0.0022982500686891697
g__Holdemania,0.0013405419537260124
g__Howardella,0.001341911882041116
g__Humibacter,0.0015810621449478947
g__Hungatella,0.002217757816687885
g__Hydrogenophaga,0.0016443419150075653
g__Hymenobacter,0.0018573198854637488
g__Hyphomicrobium,0.0022390716702199733
g__IMCC26256_unclassified,0.00495687656516859
g__Insolitispirillum,0.0010476783279056608
g__Intestinibacter,0.001379171783549992
g__Intestinimonas,0.0016400232168087055
g__Izimaplasmatales_unclassified,0.002114887347615518
g__JG30-KF-AS9_unclassified,0.0007575504892593563
g__JGI_0000069-P22_unclassified,0.0011842956755344753
g__Janibacter,0.0030948644565409957
g__Johnsonella,0.0014297219196921101
g__Jonquetella,0.0014379992534628045
g__KD4-96_unclassified,0.0029586980305590944
g__KF-JG30-C25_unclassified,0.0046355276288488146
g__Kineothrix,0.0012351631448727614
g__Kingella,0.0011747575896141715
g__Kinneretia,0.0016453514132247396
g__Klebsiella,0.0037218459728279372
g__Kluyvera,0.0015531049203237452
g__Kocuria,0.001407579629640081
g__Kosakonia,0.0009767153764276544
g__Ktedonobacteraceae_unclassified,0.001416332879915486
g__LD29,0.0014889333508371573
g__Lachnoanaerobaculum,0.001616082069441371
g__Lachnoclostridium,0.005758463763320106
g__Lachnospira,0.0013513068230356176
g__Lachnospiraceae_FCS020_group,0.0031413004425509617
g__Lachnospiraceae_ND3007_group,0.0020648769280332308
g__Lachnospiraceae_NK4A136_group,0.0018729607284483957
g__Lachnospiraceae_UCG-006,0.0014265184599216419
g__Lachnospiraceae_UCG-010,0.0005694352114711341
g__Lachnospiraceae_XPB1014_group,0.0021246991739587496
g__Lachnospiraceae_unclassified,0.0014325715922549004
g__Lactobacillales_unclassified,0.0016910132586007711
g__Lactobacillus,0.0012258122993011212
g__Lactococcus,0.0010630066227497528
g__Lautropia,0.0019946935805325258
g__Lawsonella,0.0013810077632790678
g__Leclercia,0.0018246675944232843
g__Leifsonia,0.001983804210110992
g__Lentimicrobiaceae_unclassified,0.002918312859316
g__Leptotrichia,0.0012568264162662864
g__Leuconostoc,0.002080120288543128
g__Lineage_IV_unclassified,0.0008353033430686592
g__Luteimonas,0.0010292220921743467
g__Luteitalea,0.0019828801988394586
g__Luteolibacter,0.0010445373497181916
g__Lysinibacillus,0.0039347160174128685
g__Lysobacter,0.0014137751336947917
g__Macrococcus,0.0024196023171089848
g__Marvinbryantia,0.0015642787937716538
g__Massilia,0.0010499014099131763
g__Megamonas,0.002342791612118466
g__Megasphaera,0.0009157835390472233
g__Mesorhizobium,0.0017979308114656387
g__Methylacidiphilaceae_unclassified,0.0010747339767318434
g__Methylobacterium,0.0019594622660895713
g__Methylophilus,0.002734559153100494
g__Methyloversatilis,0.0016258063183310376
g__Microbacteriaceae_unclassified,0.002355420488175528
g__Micrococcus,0.0031620711999671355
g__Microscillaceae_unclassified,0.002420820192924118
g__Mitochondria_unclassified,0.0015129210586057092
g__Mitsuaria,0.0019509391764149456
g__Mobiluncus,0.004858817100791428
g__Mogibacterium,0.0013986612059596374
g__Mollicutes_RF39_unclassified,0.0008008543692832573
g__Moraxella,0.0034453043989650547
g__Morganella,0.0012918822238868494
g__Moryella,0.0024074646960580907
g__Mucispirillum,0.001329609587153591
g__Muribaculaceae_unclassified,0.0015531037488297366
g__Muribaculum,0.0006320407157416588
g__Mycobacterium,0.0013265292951928026
g__Mycoplasma,0.0018429095101455582
g__Negativibacillus,0.0038556905505459237
g__Negativicoccus,0.0015312947103280855
g__Neisseria,0.00150155393823151
g__Neisseriaceae_unclassified,0.0026119155840949957
g__Neomicrococcus,0.001180400241722942
g__Niveispirillum,0.0012068056161694302
g__Novispirillum,0.0014108321650057466
g__Novosphingobium,0.0035213615898054044
g__Nubsella,0.0030950785611028706
g__OM43_clade,0.003140497850815274
g__OPB56_unclassified,0.0012633252489519418
g__Oceanivirga,0.0011727642550972207
g__Ochrobactrum,0.001280770885934735
g__Odoribacter,0.0019798156446941897
g__Olsenella,0.001208465070237329
g__Oribacterium,0.004021960247931574
g__Ornithinimicrobium,0.0016318486629064116
g__Oscillibacter,0.0013765564004872167
g__Ottowia,0.0013231394945416876
g__P5D1-392_unclassified,0.002120865893635635
g__Paeniclostridium,0.0012418966938699337
g__Paenisporosarcina,0.003544140949572187
g__Pajaroellobacter,0.0026971925693057034
g__Pandoraea,0.0030676383401306755
g__Pantoea,0.00308493243264843
g__Parabacteroides,0.001786884599466657
g__Paracaedibacteraceae_unclassified,0.002221419997521834
g__Paracoccus,0.002446492806633451
g__Paraeggerthella,0.0018257183283457686
g__Paramuribaculum,0.0026096941021789334
g__Paraprevotella,0.001546454924818881
g__Parascardovia,0.002636710738540424
g__Parasutterella,0.003502180582415386
g__Parvimonas,0.0013163396505258699
g__Pasteurellaceae_unclassified,0.0009901126455038002
g__Pasteurellales_unclassified,0.0019195715222125474
g__Pediococcus,0.0016058049124823824
g__Pedosphaeraceae_unclassified,0.0015195979856371244
g__Pelistega,0.0011990098023588911
g__Pelomonas,0.002271002512585864
g__Pelospora,0.0017228204645871638
g__Peptoanaerobacter,0.001848908035121341
g__Peptoclostridium,0.0015941356557145445
g__Peptococcaceae_unclassified,0.0010916563972282866
g__Peptococcus,0.0014291634151951673
g__Peptoniphilus,0.0016273809850196681
g__Peptostreptococcaceae_unclassified,0.0016428646666032595
g__Peptostreptococcus,0.0014570284658702401
g__Peredibacter,0.002297996621079322
g__Phascolarctobacterium,0.003064033322274292
g__Phaselicystis,0.0008353720260537201
g__Phocaeicola,0.0017365111226633745
g__Phreatobacter,0.002801948749209315
g__Phyllobacteriaceae_unclassified,0.0014352621844021074
g__Planktomarina,0.0011875320907400366
g__Planktothrix_NIVA-CYA_15,0.0009395671831781904
g__Pleomorphomonadaceae_unclassified,0.0007648945782036701
g__Polynucleobacter,0.0031365731132852264
g__Porphyromonadaceae_unclassified,0.0012768799910148417
g__Porphyromonas,0.000966643401339459
g__Prevotella,0.0007551704318162612
g__Prevotella_1,0.001658962865922741
g__Prevotella_2,0.005712985227847365
g__Prevotella_6,0.0017493479310795028
g__Prevotella_7,0.002331028395884864
g__Prevotella_9,0.0011655371481504365
g__Prevotellaceae_Ga6A1_group,0.0023764014508094195
g__Prevotellaceae_NK3B31_group,0.0010485553803643304
g__Prevotellaceae_UCG-001,0.0017272973041912048
g__Prevotellaceae_UCG-003,0.0012421782238090447
g__Prevotellaceae_UCG-004,0.0039289206773327
g__Prevotellaceae_unclassified,0.002833935245711961
g__Propionibacterium,0.0020444434177679886
g__Proteiniphilum,0.0010342465337069883
g__Proteobacteria_unclassified,0.0017374283428093608
g__Proteus,0.0012270188507893162
g__Providencia,0.002395104555113073
g__Pseudacidovorax,0.003332280401724475
g__Pseudoalteromonas,0.005799457403760865
g__Pseudoduganella,0.0018022910000484486
g__Pseudoflavonifractor,0.001429553954948851
g__Pseudohongiella,0.004733419721800796
g__Pseudolabrys,0.0015073575122193073
g__Pseudomonas,0.0007091100098897316
g__Pseudopropionibacterium,0.0006510179806530495
g__Pseudoramibacter,0.0021381791530815522
g__Pseudoxanthomonas,0.002321273656669288
g__Psychrobacter,0.0022884220716328538
g__Pygmaiobacter,0.0012847356031680116
g__Pyramidobacter,0.001191668718152614
g__Qingshengfania,0.0011562529811704673
g__Quinella,0.00309444220949843
g__Ralstonia,0.0008821331231887118
g__Ramlibacter,0.001292026389931795
g__Raoultella,0.002121278862734374
g__Raoultibacter,0.0014812946278595597
g__Reyranella,0.0014027742932173147
g__Rhodanobacter,0.002012141393284016
g__Rhodobacter,0.0014045819100850043
g__Rhodospirillales_unclassified,0.0009862849485778031
g__Rikenellaceae_RC9_gut_group,0.00102826022709005
g__Rivicola,0.0022476085253108815
g__Robinsoniella,0.002109896529105914
g__Romboutsia,0.001405864779138908
g__Roseateles,0.0022418220807899065
g__Roseburia,0.002518169062881663
g__Roseiflexaceae_unclassified,0.002277329770134894
g__Roseomonas,0.0016934542602283305
g__Rothia,0.0015560683228335553
g__Ruminiclostridium,0.0011445733199328025
g__Ruminiclostridium_5,0.000978891536243541
g__Ruminiclostridium_6,0.004872014020936529
g__Ruminiclostridium_9,0.0013430728867988454
g__Ruminobacter,0.0009603918438894937
g__Ruminococcaceae_NK4A214_group,0.0027121734514211696
g__Ruminococcaceae_UCG-002,0.001664256816588979
g__Ruminococcaceae_UCG-003,0.0020350961070919518
g__Ruminococcaceae_UCG-004,0.0017396580554562143
g__Ruminococcaceae_UCG-005,0.001266665439235144
g__Ruminococcaceae_UCG-009,0.002010191491538772
g__Ruminococcaceae_UCG-010,0.0008602385321818086
g__Ruminococcaceae_UCG-013,0.0017318576081619271
g__Ruminococcaceae_UCG-014,0.002470732533074159
g__Ruminococcaceae_V9D2013_group,0.0014961880975983065
g__Ruminococcaceae_unclassified,0.001555153665447334
g__Ruminococcus,0.0010520986308154374
g__Ruminococcus]_gauvreauii_group,0.002199826841120144
g__Ruminococcus]_gnavus_group,0.0009753949079666057
g__Ruminococcus]_torques_group,0.001531374846611275
g__Ruminococcus_1,0.0021676906322276503
g__Ruminococcus_2,0.0019305862636723023
g__Runella,0.0016749269645332638
g__SM2D12_unclassified,0.001374115270118748
g__SWB02,0.0011130934590864703
g__Saccharimonadaceae_unclassified,0.0010488974352711744
g__Saccharimonadales_unclassified,0.0010965650194021085
g__Saccharofermentans,0.0013449715951312216
g__Sandarakinorhabdus,0.004372413741565951
g__Scardovia,0.0012713232487656415
g__Schlegelella,0.0017741058605430717
g__Sediminibacterium,0.0012079554920337876
g__Selenomonas,0.0022673561630536993
g__Selenomonas_1,0.0017116391007153862
g__Selenomonas_3,0.0020426011165898088
g__Selenomonas_4,0.0017350336816160169
g__Sellimonas,0.0009568381462049791
g__Senegalimassilia,0.0006035440955104185
g__Sericytochromatia_unclassified,0.0021754939387261894
g__Serratia,0.0007303250302240201
g__Shuttleworthia,0.0010446592690392176
g__Sinorhizobium,0.004070284082990485
g__Slackia,0.0010940916692129337
g__Sneathia,0.0028548679926965453
g__Solobacterium,0.003955875672167152
g__Sphaerochaeta,0.001377652048543454
g__Sphingoaurantiacus,0.0011714759803828061
g__Sphingobacterium,0.0024628529439765993
g__Sphingobium,0.001493727089348516
g__Sphingomonas,0.0029334482198936757
g__Sphingopyxis,0.0011173120013481328
g__Sporacetigenium,0.0011305849266782775
g__Staphylococcus,0.002189981386832205
g__Stenotrophomonas,0.00209879543274434
g__Steroidobacteraceae_unclassified,0.0013364679895928576
g__Stomatobaculum,0.002924466811481262
g__Streptobacillus,0.002162709271252434
g__Streptococcaceae_unclassified,0.0015336102289034697
g__Streptococcus,0.0019131929773042984
g__Streptomyces,0.001379126789225847
g__Subdoligranulum,0.0027487747426057983
g__Subgroup_13_unclassified,0.0023164882009953465
g__Subgroup_2_unclassified,0.0008780024199378137
g__Subgroup_6_unclassified,0.001619976387463464
g__Subgroup_7_unclassified,0.0013893577319034958
g__Succinivibrio,0.0013581439983607647
g__Sutterella,0.001531078899939906
g__Synergistes,0.0022223412851843315
g__Tannerella,0.0013117019021003699
g__Terrimicrobium,0.001612952247723496
g__Terrisporobacter,0.0017095165778980652
g__Thalassospira,0.0010784043193648094
g__Thiobacillus,0.0010927260862834962
g__Tissierella,0.0024039584960536425
g__Treponema_2,0.0009125791949946492
g__Trichococcus,0.0017838576023083848
g__Tsukamurella,0.0011749014540306914
g__Turicibacter,0.0016402047185187802
g__Tyzzerella,0.0014523102580096682
g__Tyzzerella_3,0.0008313370287769365
g__Tyzzerella_4,0.001468372065597068
g__UBA10353_marine_group_unclassified,0.0015967528363508945
g__UBA1819,0.001661343354917943
g__Undibacterium,0.0010444224150506908
g__Ureaplasma,0.002095732992812228
g__Vagococcus,0.002055470542647359
g__Veillonella,0.002304858364693035
g__Veillonellaceae_unclassified,0.0014697787753930604
g__Vibrio,0.0010637243451667605
g__Vogesella,0.0013639656844019999
g__Vulcaniibacterium,0.0018100022324530887
g__W5053,0.0023520830244704656
g__WPS-2_unclassified,0.0012157519937536503
g__WS6_(Dojkabacteria)_unclassified,0.0017479756628932996
g__Weeksellaceae_unclassified,0.0016624198295754772
g__Weissella,0.0011268541026804827
g__Wolinella,0.001064170777426533
g__Xanthobacteraceae_unclassified,0.0023014471878249425
g__Xanthomonas,0.0015758924737706455
g__Zoogloea,0.0013465421684187
g__env.OPS_17_unclassified,0.0027133551059405226
g__unclassified,0.0010479619762958543
