feature,importance
g__Catabacter,0.0
g__Catenibacterium,0.0
g__Catonella,0.0
g__Caulobacteraceae_unclassified,0.0
g__Centipeda,0.0
g__Chitinophagaceae_unclassified,0.0
g__Chloroplast_unclassified,0.0
g__Christensenellaceae_R-7_group,0.0
g__Chromobacterium,0.023272501
g__Citrobacter,0.0
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.0
g__Clostridiales_unclassified,0.0
g__Clostridiales_vadinBB60_group_unclassified,0.0
g__Clostridioides,0.0
g__Clostridium,0.0
g__Clostridium_sensu_stricto_1,0.0
g__Cm1-21,0.0
g__Comamonadaceae_unclassified,0.0
g__Comamonas,0.0
g__Coprobacillus,0.0
g__Coprobacter,0.0
g__Coprococcus_1,0.0
g__Coprococcus_3,0.02883748
g__Coriobacteriales_Incertae_Sedis_unclassified,0.0
g__Corynebacterium,0.0
g__Cryptobacterium,0.0
g__Curvibacter,0.0
g__Cutibacterium,0.021209808
g__Cytophaga,0.0
g__DNF00809,0.0
g__Dechloromonas,0.0
g__Defluviitaleaceae_UCG-011,0.0
g__Deinococcus,0.0
g__Dermacoccus,0.0
g__Desulfobulbus,0.0
g__Desulfomicrobium,0.0
g__Desulfoplanes,0.0
g__Desulfovibrio,0.0
g__Dialister,0.0
g__Duncaniella,0.0
g__Eggerthella,0.0
g__Eggerthellaceae_unclassified,0.0
g__Eikenella,0.0
g__Eisenbergiella,0.0
g__Elizabethkingia,0.0
g__Ellin6067,0.0
g__Elusimicrobium,0.0
g__Emticicia,0.0
g__Endobacter,0.0
g__Enhydrobacter,0.0
g__Enorma,0.0
g__Enterobacter,0.0
g__Enterococcus,0.0
g__Enterorhabdus,0.0
g__Epulopiscium,0.0
g__Erysipelothrix,0.0
g__Erysipelotrichaceae_UCG-003,0.0
g__Escherichia,0.0
g__Escherichia-Shigella,0.0
g__Eubacterium,0.0
g__Eubacterium]_brachy_group,0.0
g__Eubacterium]_coprostanoligenes_group,0.0
g__Eubacterium]_eligens_group,0.0
g__Eubacterium]_hallii_group,0.0
g__Eubacterium]_oxidoreducens_group,0.0
g__Eubacterium]_ruminantium_group,0.0
g__Eubacterium]_saphenum_group,0.0
g__Eubacterium]_ventriosum_group,0.0
g__Eubacterium]_xylanophilum_group,0.0
g__Eubacterium]_yurii_group,0.0
g__Ezakiella,0.0
g__F0058,0.0
g__F0332,0.0
g__F082_unclassified,0.0
g__FCPS473,0.0
g__Faecalibacterium,0.0
g__Faecalimonas,0.0
g__Family_XIII_UCG-001,0.0
g__Family_XIII_unclassified,0.0
g__Fastidiosipila,0.0
g__Fibrella,0.0
g__Filifactor,0.0
g__Finegoldia,0.0
g__Firmicutes_unclassified,0.0
g__Flavobacteriaceae_unclassified,0.0
g__Flavobacteriales_unclassified,0.0
g__Flavonifractor,0.0
g__Flexilinea,0.0
g__Fusicatenibacter,0.0
g__Fusobacterium,0.0
g__GCA-900066225,0.0
g__Gaiellales_unclassified,0.04461771
g__Gammaproteobacteria_unclassified,0.0
g__Gardnerella,0.0
g__Gastranaerophilales_unclassified,0.0
g__Gemmobacter,0.0
g__Geobacillus,0.0
g__Geodermatophilus,0.0
g__Glucerabacter,0.0
g__Gordonia,0.0
g__Gordonibacter,0.0
g__Gracilibacteria_unclassified,0.0
g__Granulicatella,0.0
g__Haemophilus,0.0
g__Helicobacter,0.0
g__Herbinix,0.0
g__Howardella,0.0
g__Hydrogenophaga,0.0
g__Hyphomicrobium,0.0
g__IMCC26256_unclassified,0.0
g__Insolitispirillum,0.0
g__Intestinibacter,0.0
g__Intestinimonas,0.0
g__Izimaplasmatales_unclassified,0.02820643
g__JGI_0000069-P22_unclassified,0.0
g__Johnsonella,0.0
g__KD4-96_unclassified,0.0
g__KF-JG30-C25_unclassified,0.0
g__Kineothrix,0.0
g__Kinneretia,0.0
g__Klebsiella,0.0
g__Kluyvera,0.0
g__Kocuria,0.0
g__Ktedonobacteraceae_unclassified,0.0
g__LD29,0.0
g__Lachnoanaerobaculum,0.0
g__Lachnoclostridium,0.030638408
g__Lachnospiraceae_FCS020_group,0.0
g__Lachnospiraceae_ND3007_group,0.0
g__Lachnospiraceae_NK4A136_group,0.0
g__Lachnospiraceae_UCG-006,0.0
g__Lachnospiraceae_UCG-010,0.0
g__Lachnospiraceae_XPB1014_group,0.0
g__Lachnospiraceae_unclassified,0.0
g__Lactobacillales_unclassified,0.0
g__Lactobacillus,0.0
g__Lautropia,0.0
g__Lawsonella,0.0
g__Leclercia,0.0
g__Lentimicrobiaceae_unclassified,0.0
g__Leptotrichia,0.03008993
g__Leuconostoc,0.0
g__Luteitalea,0.0
g__Lysobacter,0.0
g__Macrococcus,0.029574262
g__Marvinbryantia,0.0
g__Massilia,0.0
g__Megamonas,0.0
g__Megasphaera,0.0
g__Mesorhizobium,0.022553187
g__Methylobacterium,0.0
g__Methylophilus,0.03245155
g__Microbacteriaceae_unclassified,0.0
g__Micrococcus,0.0
g__Mitochondria_unclassified,0.0
g__Mitsuaria,0.0
g__Mobiluncus,0.0
g__Mollicutes_RF39_unclassified,0.0
g__Morganella,0.0
g__Moryella,0.0
g__Muribaculaceae_unclassified,0.0
g__Muribaculum,0.0
g__Mycoplasma,0.0
g__Negativibacillus,0.024010977
g__Neisseriaceae_unclassified,0.032260995
g__Neomicrococcus,0.0
g__Novispirillum,0.0
g__Nubsella,0.0
g__OM43_clade,0.0
g__OPB56_unclassified,0.0
g__Oceanivirga,0.0
g__Ochrobactrum,0.0
g__Odoribacter,0.0
g__Oribacterium,0.0
g__Oscillibacter,0.0
g__P5D1-392_unclassified,0.0
g__Paeniclostridium,0.0
g__Paenisporosarcina,0.0
g__Pandoraea,0.0
g__Pantoea,0.0
g__Parabacteroides,0.030403264
g__Paracaedibacteraceae_unclassified,0.0
g__Paracoccus,0.0
g__Paraeggerthella,0.0
g__Paramuribaculum,0.0
g__Paraprevotella,0.0
g__Parascardovia,0.0
g__Parasutterella,0.0
g__Parvimonas,0.0
g__Pasteurellales_unclassified,0.0
g__Pediococcus,0.0
g__Pelomonas,0.0
g__Pelospora,0.0
g__Peptoclostridium,0.0
g__Peptococcaceae_unclassified,0.0
g__Peptococcus,0.0
g__Peptoniphilus,0.0
g__Phascolarctobacterium,0.0
g__Phaselicystis,0.0
g__Phocaeicola,0.027460745
g__Phreatobacter,0.022407375
g__Planktomarina,0.0
g__Planktothrix_NIVA-CYA_15,0.0
g__Pleomorphomonadaceae_unclassified,0.0
g__Porphyromonadaceae_unclassified,0.0
g__Porphyromonas,0.0
g__Prevotella,0.0
g__Prevotella_2,0.035731483
g__Prevotella_6,0.0
g__Prevotella_7,0.0
g__Prevotellaceae_Ga6A1_group,0.0468123
g__Prevotellaceae_NK3B31_group,0.0
g__Prevotellaceae_UCG-001,0.0
g__Prevotellaceae_UCG-003,0.0
g__Prevotellaceae_UCG-004,0.0
g__Prevotellaceae_unclassified,0.0
g__Proteiniphilum,0.0
g__Proteobacteria_unclassified,0.0
g__Proteus,0.0
g__Pseudacidovorax,0.0
g__Pseudoalteromonas,0.021729404
g__Pseudoduganella,0.0
g__Pseudolabrys,0.0
g__Pseudomonas,0.0
g__Pseudopropionibacterium,0.0
g__Pseudoramibacter,0.0
g__Psychrobacter,0.0
g__Pygmaiobacter,0.0
g__Pyramidobacter,0.0
g__Quinella,0.0
g__Ralstonia,0.0
g__Ramlibacter,0.0
g__Raoultella,0.0
g__Rhodanobacter,0.0
g__Rhodobacter,0.0
g__Rikenellaceae_RC9_gut_group,0.0
g__Rivicola,0.0
g__Romboutsia,0.0
g__Roseateles,0.0
g__Roseburia,0.0
g__Roseiflexaceae_unclassified,0.0
g__Rothia,0.0
g__Ruminiclostridium,0.0
g__Ruminiclostridium_5,0.0
g__Ruminiclostridium_6,0.0
g__Ruminiclostridium_9,0.0
g__Ruminobacter,0.0
g__Ruminococcaceae_NK4A214_group,0.0
g__Ruminococcaceae_UCG-002,0.0
g__Ruminococcaceae_UCG-003,0.0
g__Ruminococcaceae_UCG-004,0.0
g__Ruminococcaceae_UCG-005,0.0
g__Ruminococcaceae_UCG-009,0.0
g__Ruminococcaceae_UCG-010,0.0
g__Ruminococcaceae_UCG-014,0.0
g__Ruminococcaceae_unclassified,0.0
g__Ruminococcus]_gauvreauii_group,0.0
g__Ruminococcus]_gnavus_group,0.0
g__Ruminococcus]_torques_group,0.0
g__Ruminococcus_1,0.0
g__Ruminococcus_2,0.0
g__Runella,0.0
g__SM2D12_unclassified,0.0
g__Saccharimonadaceae_unclassified,0.0
g__Saccharimonadales_unclassified,0.0
g__Sandarakinorhabdus,0.038980827
g__Schlegelella,0.034033034
g__Sediminibacterium,0.0
g__Selenomonas,0.0
g__Selenomonas_3,0.0
g__Selenomonas_4,0.03386292
g__Senegalimassilia,0.0
g__Sericytochromatia_unclassified,0.0
g__Shuttleworthia,0.0
g__Slackia,0.0
g__Sneathia,0.0
g__Solobacterium,0.024344781
g__Sphaerochaeta,0.02289574
g__Sphingoaurantiacus,0.0
g__Sphingobacterium,0.0
g__Sphingomonas,0.0
g__Sporacetigenium,0.0
g__Staphylococcus,0.0
g__Stenotrophomonas,0.0
g__Stomatobaculum,0.0
g__Streptobacillus,0.0
g__Streptococcus,0.0
g__Streptomyces,0.0
g__Subdoligranulum,0.0
g__Subgroup_13_unclassified,0.0
g__Subgroup_2_unclassified,0.0
g__Subgroup_6_unclassified,0.0
g__Subgroup_7_unclassified,0.0
g__Succinivibrio,0.0
g__Sutterella,0.0
g__Tannerella,0.0
g__Terrisporobacter,0.032201044
g__Thalassospira,0.0
g__Thiobacillus,0.0
g__Tissierella,0.0
g__Treponema_2,0.0
g__Trichococcus,0.0
g__Tsukamurella,0.0
g__Turicibacter,0.0
g__Tyzzerella,0.0
g__Tyzzerella_3,0.0
g__Tyzzerella_4,0.0
g__UBA1819,0.0
g__Undibacterium,0.0
g__Vagococcus,0.0
g__Veillonella,0.0
g__Veillonellaceae_unclassified,0.029920049
g__Vibrio,0.026751153
g__Vogesella,0.0
g__Vulcaniibacterium,0.0
g__W5053,0.0
g__Weissella,0.0
g__Wolinella,0.0
g__Xanthobacteraceae_unclassified,0.03806371
g__Xanthomonas,0.0
g__env.OPS_17_unclassified,0.0
g__unclassified,0.0
