Shannon,Simpson,Chao1,OTU_Richness,Pielou_Evenness,Group
4.414630973572129,0.9813368698641329,165.7875,165.435,0.8641625144022245,Worse
3.993161763052365,0.9631159834703508,272.6571591056225,262.718,0.7167769014134555,Better
4.087972467018979,0.956353159167834,295.8726557919254,286.544,0.722533939038406,Worse
3.273604513724618,0.9305225270098776,102.85305634920634,102.051,0.7077422234163158,Better
3.52823175041204,0.9385808265571384,155.41666059218556,153.134,0.7012642844138451,Worse
4.414196982454668,0.9740122516921046,280.57114364181575,278.053,0.784357024686748,Better
3.363973322576712,0.8921470748395791,197.57921391247643,195.491,0.6376622654019818,Better
4.684596664654373,0.9733657489388745,310.80887181068414,308.423,0.8173483702378571,Worse
3.1671473809754187,0.8930596499151341,144.0,144.0,0.6372769337724665,Worse
4.390359467882924,0.9753475427781777,261.3884458978114,258.956,0.7901115272062772,Worse
3.849000115016335,0.9571855411636964,184.1672310966811,181.943,0.7396739153459678,Worse
3.8605177456400126,0.9616093626052238,159.61584281829278,157.911,0.7626497577552609,Worse
4.007730875899365,0.9545286433239806,232.3763677059052,228.998,0.7375730760557285,Better
3.5776653595058745,0.9141257935894752,220.46441371961376,218.055,0.6644112273663085,Better
3.045188301265058,0.8785149974863675,128.75069246031745,127.567,0.6280561163893451,Better
3.875041786582237,0.9624412570877134,129.0,129.0,0.7973644791524036,Worse
3.5401913762431705,0.8943986983323973,217.71595952103453,216.192,0.6584999331220556,Worse
3.207978306585808,0.8745133817345082,159.42759263236763,157.411,0.6341377721627217,Better
3.6584593018075133,0.9427146763306116,159.58126691919193,158.282,0.7223959562510445,Worse
3.9982743956488447,0.9626534545933264,184.66459884559885,183.186,0.7673531530866573,Worse
4.613914924602802,0.9808377525875678,292.48367573390664,290.231,0.8136468366284277,Worse
3.7737630009228913,0.9333762917476349,200.6820697277396,198.212,0.7134720242422317,Worse
3.479524593131353,0.9327335600290367,130.86784563492063,129.906,0.714955061512095,Worse
3.7112773904916376,0.9505267235202327,165.77564841269842,165.047,0.7268164566018737,Worse
3.5687126535330136,0.93615700541558,184.31135633810632,181.016,0.6864860609187937,Better
3.177719448048203,0.9151437843231782,122.65419722222222,121.578,0.661955631557907,Worse
3.8729226235334853,0.9546063816493116,140.0,140.0,0.7837318632796767,Better
2.718022445162445,0.8896705366933497,97.60669563492064,96.153,0.5952955630849346,Worse
4.160549525651576,0.9544092504507772,289.1893186504631,281.474,0.7376881168756122,Better
4.039380480059444,0.9426739226774629,300.3949195727376,295.044,0.7102723771262671,Better
3.746970917930036,0.9552794994578294,160.84859166666666,159.721,0.7385522407681616,Better
3.475663404193116,0.9438511491440631,127.82798492063492,126.785,0.7177493393268999,Better
3.8271713612540457,0.9578958115466987,123.0,123.0,0.7953085498441717,Better
4.2225831667435125,0.968809166324708,252.8623616356425,248.924,0.7653616024806275,Better
4.13382203963896,0.9649626344095718,231.89744083536866,228.492,0.761088176226636,Better
3.3769829940394764,0.9342695216349803,131.70247896825393,130.155,0.6936161032567552,Worse
3.872984635120555,0.942286758490664,240.63166874395387,238.429,0.7075179736554146,Better
3.9732471475011653,0.9481475843312653,214.75527002164503,212.354,0.7415232377979396,Worse
2.8646276348162285,0.8066964499943674,150.69277513597513,148.941,0.5725247937940462,Better
4.095801114616311,0.956819165297121,257.41226231889027,255.211,0.7390383475998717,Worse
3.6784530791974857,0.9209701133477577,232.4180702061011,229.733,0.6765736888046373,Worse
3.597727202128441,0.9454695995753403,147.80736796536797,146.05,0.7218697416350364,Worse
2.964101671279164,0.9035130114989187,164.97263334026897,157.566,0.5858320458214558,Worse
3.5219381729515806,0.9301373002367587,156.68996392496393,155.249,0.6981068158880178,Worse
3.5819084261764456,0.940559344303246,198.081203410603,193.88,0.6800453517853473,Better
4.058098427688337,0.9569677310450801,232.72427548285046,230.69,0.7458299694485452,Worse
3.599677666417958,0.9458781698380767,172.4807313103563,169.638,0.7011986789672772,Better
4.073527404386915,0.963374824635602,238.4564453995351,236.066,0.7455098388575419,Better
3.1573883451190143,0.8959631460716205,121.7614753968254,120.869,0.6585207823296082,Worse
3.5557593483717165,0.9116669223906433,296.1579561600295,285.287,0.628956734869297,Worse
4.186189471175125,0.971447293914193,259.31187468533926,250.209,0.7580637828285715,Better
4.256935405903854,0.9586790679573209,326.25604792385116,322.353,0.737051735969738,Worse
3.856959042894049,0.9541390381006163,177.5209930167055,175.197,0.7466248671421115,Worse
3.394918646523999,0.9224827895098079,142.90204999999997,142.418,0.6846320075692204,Better
3.6650592256095016,0.9346950919615713,158.8175238095238,158.191,0.7237784893791732,Worse
4.208025765284518,0.9651076880418376,227.833790007215,226.895,0.7757480281546758,Worse
3.7591674002889577,0.9323099204285863,252.1954857822733,248.702,0.6814753785009222,Better
4.747717677387005,0.9838032345655173,285.57937889740975,283.732,0.8405994879157475,Worse
3.067789200670708,0.9114856652011415,91.67685,90.919,0.6802341271272028,Worse
3.1847938075870723,0.922400418279296,91.97066666666667,91.951,0.7044052816001641,Worse
3.6739210363372226,0.9464539485205148,143.5758242063492,142.56,0.7407510673625646,Better
2.573441941031717,0.8529843198058541,98.6784376984127,97.74,0.5616125938133154,Worse
3.829980581157947,0.9467478929222112,216.4399717170085,214.184,0.713642883496145,Worse
3.5308988216180945,0.9483370521922181,120.85949166666667,120.199,0.7372758431544445,Worse
3.2696478136812863,0.9220606831874464,126.85119126984128,125.935,0.6761436027298448,Better
3.431553758757817,0.9212668461604585,194.4373232017982,191.617,0.6529513235665172,Worse
4.4771495109447255,0.9808996426404786,195.0,195.0,0.8490707160544887,Better
3.5716132475560816,0.9399401709211389,157.0,157.0,0.7063765064147324,Better
3.958631813440974,0.9605566481273489,201.68466075036076,200.502,0.7467985557612418,Worse
4.123271331615461,0.968387473980443,238.46668721646523,232.353,0.7568154991262019,Better
3.582078864585385,0.9474469836511861,162.6093420954046,157.474,0.7080420083985897,Better
3.4579995767417526,0.9125804643889447,224.32900891697034,216.707,0.6429356257400876,Better
3.737395625654173,0.9231244140083333,294.0654748654942,287.137,0.6603278573974201,Worse
4.450723284178735,0.9787986623354374,214.87414559607058,213.722,0.8296374971480102,Worse
3.8070393506597955,0.95932686343132,178.5649226121992,171.176,0.7403049757523477,Better
3.4950092585039974,0.9435159620342286,166.85316824609427,161.516,0.687389431281478,Better
3.900370776415325,0.947128634967909,221.63314075637328,215.0,0.7262521315872141,Worse
4.0964849614872945,0.9658011813991771,240.01760276900646,233.042,0.7514911213248988,Worse
3.7385559430197457,0.9164214015086481,303.9024693820639,296.46,0.6568252337171165,Worse
3.4539206368305346,0.9243124650602536,219.79656562234254,209.8,0.6460742211474032,Worse
3.9097943841144644,0.9604159689398627,219.28869242720944,211.994,0.7299221356220246,Worse
4.1545358880319645,0.9628401337503638,300.4344938661231,291.115,0.7322506935998975,Worse
3.9128878321660485,0.9628914137210479,191.5606135587753,185.128,0.7494614015390596,Better
3.7593402742003192,0.9549891642981896,166.7735550240652,160.87,0.7399618669051405,Worse
3.81394067863972,0.9563859505660337,159.99149238261737,157.227,0.754098450482677,Worse
3.539384822979815,0.9291145415486375,244.63107681498698,236.367,0.6476109152232559,Better
3.697402963682241,0.9542625076342938,144.9773841977467,142.056,0.7460269063713649,Better
