model_type,outer_fold,accuracy,precision,recall,f1_score,roc_auc,log_loss
RandomForest,1,0.6666666666666666,0.6670026881720429,0.6666666666666666,0.6666666666666666,0.6844758064516129,0.6481264388606393
RandomForest,2,0.5806451612903226,0.5837837837837837,0.5806451612903226,0.5766806722689075,0.6420395421436004,0.6629355274848799
RandomForest,3,0.5645161290322581,0.5645833333333333,0.5645161290322581,0.5644028103044496,0.651404786680541,0.7116583763684393
RandomForest,4,0.532258064516129,0.532563025210084,0.532258064516129,0.5311603650586701,0.595213319458897,0.6981253052607181
RandomForest,5,0.5645161290322581,0.5704545454545455,0.5645161290322581,0.555142173797502,0.6503642039542143,0.6505753678751243
