feature,importance
g__Clostridium_sensu_stricto_1,0.004114818624208694
g__Cm1-21,0.002876201457322528
g__Comamonadaceae_unclassified,0.0018576427679236466
g__Comamonas,0.002193223513444854
g__Coprobacillus,0.0010422086169213775
g__Coprobacter,0.0011423651792516632
g__Coprococcus_1,0.0013614032655008086
g__Coprococcus_3,0.003554501536249496
g__Coriobacteriales_Incertae_Sedis_unclassified,0.0019894592209565103
g__Corynebacterium,0.0043856887914446585
g__Cryptobacterium,0.0027545795070898125
g__Curvibacter,0.0016129585492705798
g__Cutibacterium,0.007448890538993516
g__Cytophaga,0.0012646573423018598
g__DNF00809,0.0030482357995163466
g__Dechloromonas,0.001944851305663384
g__Defluviitaleaceae_UCG-011,0.0017148267536711542
g__Deinococcus,0.004071095471961701
g__Dermacoccus,0.0010961939538380262
g__Desulfobulbus,0.005577837236209232
g__Desulfomicrobium,0.001716617467339751
g__Desulfoplanes,0.0004547595575238122
g__Desulfovibrio,0.0018368760743390914
g__Dialister,0.0018005714991124841
g__Duncaniella,0.0034979031450733536
g__Eggerthella,0.0013191888622014693
g__Eggerthellaceae_unclassified,0.0034929907704726124
g__Eikenella,0.0047437824385847685
g__Eisenbergiella,0.0013989447326569517
g__Elizabethkingia,0.0022576485824994203
g__Ellin6067,0.0007468218346430672
g__Elusimicrobium,0.0010786131994451613
g__Emticicia,0.0011586938648232206
g__Endobacter,0.0020156229192706517
g__Enhydrobacter,0.002185229324452215
g__Enorma,0.0018023018325365272
g__Enterobacter,0.0022647704058161213
g__Enterococcus,0.0038847277792384183
g__Enterorhabdus,0.002257788857242496
g__Epulopiscium,0.0015743776554661998
g__Erysipelothrix,0.0026494230791452127
g__Erysipelotrichaceae_UCG-003,0.001600512519127391
g__Escherichia,0.003920208438403677
g__Escherichia-Shigella,0.002567327224857587
g__Eubacterium,0.002228723504195942
g__Eubacterium]_brachy_group,0.002071813608257496
g__Eubacterium]_coprostanoligenes_group,0.0017728394046530038
g__Eubacterium]_eligens_group,0.0021253999450045117
g__Eubacterium]_hallii_group,0.0020823786642040834
g__Eubacterium]_oxidoreducens_group,0.004028845468518518
g__Eubacterium]_ruminantium_group,0.0026779117408715658
g__Eubacterium]_saphenum_group,0.002102412078960178
g__Eubacterium]_ventriosum_group,0.0022103047565249796
g__Eubacterium]_xylanophilum_group,0.0014314406658853642
g__Eubacterium]_yurii_group,0.0010830738237924244
g__Ezakiella,0.0013947401161241994
g__F0058,0.0019862453718673986
g__F0332,0.001420964920077874
g__F082_unclassified,0.0021598931986777387
g__FCPS473,0.0018252508271436078
g__Faecalibacterium,0.0035506161097942452
g__Faecalimonas,0.0017127938157768714
g__Family_XIII_UCG-001,0.003875972264011049
g__Family_XIII_unclassified,0.0022507859518692557
g__Fastidiosipila,0.001774411473581558
g__Fibrella,0.0021371594942123737
g__Filifactor,0.003233542959317197
g__Finegoldia,0.001530449241470375
g__Firmicutes_unclassified,0.0026525724037827153
g__Flavobacteriaceae_unclassified,0.003069324478911479
g__Flavobacteriales_unclassified,0.00531576533237556
g__Flavonifractor,0.0028023879634008018
g__Flexilinea,0.0013268821925588698
g__Fusicatenibacter,0.0032742640399047386
g__Fusobacterium,0.0037778655892103203
g__GCA-900066225,0.0020922631446275105
g__Gaiellales_unclassified,0.003854291344180763
g__Gammaproteobacteria_unclassified,0.0016682038976002565
g__Gardnerella,0.0024741974863181767
g__Gastranaerophilales_unclassified,0.0013068545176640504
g__Gemmobacter,0.0028195411477692166
g__Geobacillus,0.003015222302798
g__Geodermatophilus,0.0034152034839728474
g__Glucerabacter,0.0012241053499085514
g__Gordonia,0.0019277065010709852
g__Gordonibacter,0.0030188529158153795
g__Gracilibacteria_unclassified,0.0016347756524622867
g__Granulicatella,0.0020374539198540504
g__Haemophilus,0.004112449794208157
g__Helicobacter,0.0015811859311394732
g__Herbinix,0.0028056464231636788
g__Howardella,0.002269367609216464
g__Hydrogenophaga,0.0025450099023605587
g__Hyphomicrobium,0.0027049647161735677
g__IMCC26256_unclassified,0.0034093467865857698
g__Insolitispirillum,0.0010989246776230352
g__Intestinibacter,0.001380009048709206
g__Intestinimonas,0.0025039826670393865
g__Izimaplasmatales_unclassified,0.0030523600793604636
g__JGI_0000069-P22_unclassified,0.003933565130036874
g__Johnsonella,0.0031494129756566465
g__KD4-96_unclassified,0.003499638422342517
g__KF-JG30-C25_unclassified,0.0016361867413046645
g__Kineothrix,0.0019507745102609146
g__Kinneretia,0.004611230806650821
g__Klebsiella,0.0014665797227917878
g__Kluyvera,0.0031452309671936175
g__Kocuria,0.0035090912030572136
g__Ktedonobacteraceae_unclassified,0.007966983303314868
g__LD29,0.0005885971517636413
g__Lachnoanaerobaculum,0.0021374382928274036
g__Lachnoclostridium,0.005157485546617048
g__Lachnospiraceae_FCS020_group,0.0013799100372531086
g__Lachnospiraceae_ND3007_group,0.0015554843188608975
g__Lachnospiraceae_NK4A136_group,0.0009452658097947504
g__Lachnospiraceae_UCG-006,0.001990131993278409
g__Lachnospiraceae_UCG-010,0.0027704409537942787
g__Lachnospiraceae_XPB1014_group,0.002202991736057387
g__Lachnospiraceae_unclassified,0.0037609954731709556
g__Lactobacillales_unclassified,0.001588599669335865
g__Lactobacillus,0.0014600858180004858
g__Lautropia,0.0018419161286027295
g__Lawsonella,0.0004532514770302559
g__Leclercia,0.002381844240526163
g__Lentimicrobiaceae_unclassified,0.0018436885165766964
g__Leptotrichia,0.005480812985965836
g__Leuconostoc,0.004081374923506651
g__Luteitalea,0.0028389232883797135
g__Lysobacter,0.002730956238783553
g__Macrococcus,0.005922485897591994
g__Marvinbryantia,0.002350910383776259
g__Massilia,0.0015797803181810592
g__Megamonas,0.004396958225820846
g__Megasphaera,0.0017532655319533756
g__Mesorhizobium,0.0025832379839341416
g__Methylobacterium,0.002176833963537959
g__Methylophilus,0.010308315252254358
g__Microbacteriaceae_unclassified,0.002461388911564493
g__Micrococcus,0.0025337838657852503
g__Mitochondria_unclassified,0.001667592483092311
g__Mitsuaria,0.0015671750707482864
g__Mobiluncus,0.0037301556052817845
g__Mollicutes_RF39_unclassified,0.002659756274858254
g__Morganella,0.0019791242397040236
g__Moryella,0.0019796932359573477
g__Muribaculaceae_unclassified,0.00227507039564444
g__Muribaculum,0.0019668897633389314
g__Mycoplasma,0.001966630024980847
g__Negativibacillus,0.004289540285351078
g__Neisseriaceae_unclassified,0.0037946210617188117
g__Neomicrococcus,0.0017434377276321093
g__Novispirillum,0.001824768883668571
g__Nubsella,0.0032227880677670284
g__OM43_clade,0.0027141099122100125
g__OPB56_unclassified,0.00135086089084427
g__Oceanivirga,0.0019159712963074968
g__Ochrobactrum,0.0020520299603953704
g__Odoribacter,0.0022982544270464295
g__Oribacterium,0.0013967938789452863
g__Oscillibacter,0.001693035785449341
g__P5D1-392_unclassified,0.002228506795641403
g__Paeniclostridium,0.0030812195646778
g__Paenisporosarcina,0.005699277034816829
g__Pandoraea,0.002214906990330749
g__Pantoea,0.0009614978818234687
g__Parabacteroides,0.0057796457820352915
g__Paracaedibacteraceae_unclassified,0.0020463702370572736
g__Paracoccus,0.0013293471852391754
g__Paraeggerthella,0.0022489531388236875
g__Paramuribaculum,0.002453856730839908
g__Paraprevotella,0.0020320275270773033
g__Parascardovia,0.0026902945198741045
g__Parasutterella,0.002295922314223719
g__Parvimonas,0.0012137190471799325
g__Pasteurellales_unclassified,0.0018638037891678427
g__Pediococcus,0.0037697129921942657
g__Pelomonas,0.002225879589164747
g__Pelospora,0.0007504127889254414
g__Peptoclostridium,0.002177578164872531
g__Peptococcaceae_unclassified,0.0014001614897904298
g__Peptococcus,0.0022206582017375042
g__Peptoniphilus,0.0026214433926480983
g__Phascolarctobacterium,0.0031528513293406077
g__Phaselicystis,0.0011449398166943916
g__Phocaeicola,0.003428155768249251
g__Phreatobacter,0.003874769766340165
g__Planktomarina,0.000962359139669441
g__Planktothrix_NIVA-CYA_15,0.001276801980314997
g__Pleomorphomonadaceae_unclassified,0.001701088890232684
g__Porphyromonadaceae_unclassified,0.001668386116506469
g__Porphyromonas,0.0029927033392849888
g__Prevotella,0.000934701750714589
g__Prevotella_2,0.010793053695979325
g__Prevotella_6,0.0029235110383146836
g__Prevotella_7,0.0014972248303168872
g__Prevotellaceae_Ga6A1_group,0.01016348288839518
g__Prevotellaceae_NK3B31_group,0.00219792358298906
g__Prevotellaceae_UCG-001,0.0011957389162558958
g__Prevotellaceae_UCG-003,0.001152997218073476
g__Prevotellaceae_UCG-004,0.004942150635732607
g__Prevotellaceae_unclassified,0.004660545478851659
g__Proteiniphilum,0.0011332175240384831
g__Proteobacteria_unclassified,0.0031410676477359066
g__Proteus,0.003379945784000657
g__Pseudacidovorax,0.00415420058989493
g__Pseudoalteromonas,0.003586788182668623
g__Pseudoduganella,0.0026612805780937936
g__Pseudolabrys,0.0010419346335585776
g__Pseudomonas,0.0016683958779394091
g__Pseudopropionibacterium,0.0013957821975605694
g__Pseudoramibacter,0.0018804223381621546
g__Psychrobacter,0.002377188493758079
g__Pygmaiobacter,0.0017392270459535672
g__Pyramidobacter,0.0005735505593899399
g__Quinella,0.0018982832841222853
g__Ralstonia,0.002516195934918527
g__Ramlibacter,0.0028651831598083414
g__Raoultella,0.002777892165768348
g__Rhodanobacter,0.0015936176012827088
g__Rhodobacter,0.001144763976304731
g__Rikenellaceae_RC9_gut_group,0.0019679408988015246
g__Rivicola,0.0015879122601358774
g__Romboutsia,0.0012401552787019868
g__Roseateles,0.0020688493657310303
g__Roseburia,0.0038790187351504047
g__Roseiflexaceae_unclassified,0.002058739572193351
g__Rothia,0.0020559964115613575
g__Ruminiclostridium,0.002454218737158272
g__Ruminiclostridium_5,0.0014289920964189963
g__Ruminiclostridium_6,0.0013727042931658384
g__Ruminiclostridium_9,0.0017653904492884098
g__Ruminobacter,0.002264000150843916
g__Ruminococcaceae_NK4A214_group,0.0026434506223004697
g__Ruminococcaceae_UCG-002,0.0013424838810438403
g__Ruminococcaceae_UCG-003,0.001667399893558963
g__Ruminococcaceae_UCG-004,0.0009483083942268214
g__Ruminococcaceae_UCG-005,0.00239772935286541
g__Ruminococcaceae_UCG-009,0.0012978630149077484
g__Ruminococcaceae_UCG-010,0.0019890997201015906
g__Ruminococcaceae_UCG-014,0.001733754450466188
g__Ruminococcaceae_unclassified,0.002892570060689117
g__Ruminococcus]_gauvreauii_group,0.0035753963802741414
g__Ruminococcus]_gnavus_group,0.0018552937880188254
g__Ruminococcus]_torques_group,0.002751600736928086
g__Ruminococcus_1,0.003449294850630975
g__Ruminococcus_2,0.0025980667031453653
g__Runella,0.0017457133220201587
g__SM2D12_unclassified,0.0010568489861737013
g__Saccharimonadaceae_unclassified,0.0024635024428423867
g__Saccharimonadales_unclassified,0.002479456380579513
g__Sandarakinorhabdus,0.005751079478590793
g__Schlegelella,0.00463244666844161
g__Sediminibacterium,0.0024696507216605793
g__Selenomonas,0.003102999500312157
g__Selenomonas_3,0.0027096811207968146
g__Selenomonas_4,0.004041426078709643
g__Senegalimassilia,0.0020510609493922514
g__Sericytochromatia_unclassified,0.0035984739657110047
g__Shuttleworthia,0.0012830578472738403
g__Slackia,0.0029147392015006
g__Sneathia,0.0030007533322584453
g__Solobacterium,0.006009309763091863
g__Sphaerochaeta,0.0029604829550595423
g__Sphingoaurantiacus,0.003072240995953826
g__Sphingobacterium,0.0038301130360738718
g__Sphingomonas,0.0031677822115020416
g__Sporacetigenium,0.002804197566607615
g__Staphylococcus,0.00158150207269917
g__Stenotrophomonas,0.0013102397753511847
g__Stomatobaculum,0.0016218813924116758
g__Streptobacillus,0.0027262924073538537
g__Streptococcus,0.0056418261306852525
g__Streptomyces,0.0018117517333719523
g__Subdoligranulum,0.002405473998492233
g__Subgroup_13_unclassified,0.0016969804442746098
g__Subgroup_2_unclassified,0.0017070914353046294
g__Subgroup_6_unclassified,0.002774254801851749
g__Subgroup_7_unclassified,0.0013210120157846224
g__Succinivibrio,0.0025312898290209304
g__Sutterella,0.0015451695935551942
g__Tannerella,0.0028709607100496754
g__Terrisporobacter,0.005165517266056808
g__Thalassospira,0.001723631664360802
g__Thiobacillus,0.0017578889735188183
g__Tissierella,0.0028050827667222434
g__Treponema_2,0.001431966439039568
g__Trichococcus,0.0016334128483954339
g__Tsukamurella,0.0005717660085786432
g__Turicibacter,0.0020329806035085407
g__Tyzzerella,0.0018371142929245242
g__Tyzzerella_3,0.0004972304320077807
g__Tyzzerella_4,0.002540161286081545
g__UBA1819,0.002333970096651555
g__Undibacterium,0.0022076665462088313
g__Vagococcus,0.0032751728050173443
g__Veillonella,0.002156864998247311
g__Veillonellaceae_unclassified,0.004660796510529465
g__Vibrio,0.0036820454460804886
g__Vogesella,0.0008568429406309066
g__Vulcaniibacterium,0.003919260072952435
g__W5053,0.005463719105986313
g__Weissella,0.0018390952928267713
g__Wolinella,0.002825191785397548
g__Xanthobacteraceae_unclassified,0.005532491288163557
g__Xanthomonas,0.002974813415991262
g__env.OPS_17_unclassified,0.00329465796548121
g__unclassified,0.0024792673077735925
